"direction","human_symbol","best_muscle_combined_p","best_muscle_combined_log10p","muscle_tissue_cell_type_hits","muscle_specific_cell_type_hits","muscle_general_cell_type_hits"
"Downregulated","HAGHL",0.100415919500004,0.998197430588016,"TS_Muscle_macrophage; FetalMuscle_Fetal mesenchymal progenitor; FetalMuscle_Smooth muscle cell; TS_Muscle_t cell","macrophage; Fetal mesenchymal progenitor; Smooth muscle cell; t cell","Macrophage; Mesenchymal stem cell; Smooth muscle cell; T cell"
"Downregulated","HSPA5",0.100415919500004,0.998197430588016,"TS_Muscle_macrophage; FetalMuscle_Fetal neuron; TS_Muscle_mature nk t cell; Fetal_HCA_Muscle_Schwann cells","macrophage; Fetal neuron; mature nk t cell; Schwann cells","Macrophage; Neuron; Natural killer cell; Schwann cell"
"Downregulated","MEF2C",0.100415919500004,0.998197430588016,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of artery; TS_Muscle_pericyte cell; TS_Muscle_smooth muscle cell; TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_capillary endothelial cell; FetalMuscle_Smooth muscle cell; FetalMuscle_Macrophage; Fetal_HCA_Muscle_Skeletal muscle cells; TS_Muscle_endothelial cell of lymphatic vessel; FetalMuscle_Endothelial cell","macrophage; endothelial cell of artery; pericyte cell; smooth muscle cell; fast muscle cell; slow muscle cell; endothelial cell of vascular tree; capillary endothelial cell; Smooth muscle cell; Macrophage; Skeletal muscle cells; endothelial cell of lymphatic vessel; Endothelial cell","Macrophage; Endothelial cell; Pericyte cell; Smooth muscle cell; Cell of skeletal muscle; Capillary endothelial cell"
"Downregulated","MOB1B",0.100415919500004,0.998197430588016,"TS_Muscle_macrophage; TS_Muscle_pericyte cell; Fetal_HCA_Muscle_Erythroblasts","macrophage; pericyte cell; Erythroblasts","Macrophage; Pericyte cell; Erythroblast"
"Downregulated","OSTM1",0.100415919500004,0.998197430588016,"TS_Muscle_macrophage; FetalMuscle_Primordial germ cell","macrophage; Primordial germ cell","Macrophage; Primordial germ cell"
"Downregulated","OTUB2",0.100415919500004,0.998197430588016,"TS_Muscle_macrophage","macrophage","Macrophage"
"Downregulated","PKP2",0.100415919500004,0.998197430588016,"TS_Muscle_macrophage; TS_Muscle_skeletal muscle satellite stem cell; FetalMuscle_Fetal mesenchymal progenitor","macrophage; skeletal muscle satellite stem cell; Fetal mesenchymal progenitor","Macrophage; Skeletal muscle satellite cell; Mesenchymal stem cell"
"Downregulated","PPP1R15A",0.100415919500004,0.998197430588016,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of artery; TS_Muscle_pericyte cell; TS_Muscle_smooth muscle cell; TS_Muscle_capillary endothelial cell; AdultMuscle_Dendritic cell","macrophage; endothelial cell of artery; pericyte cell; smooth muscle cell; capillary endothelial cell; Dendritic cell","Macrophage; Endothelial cell; Pericyte cell; Smooth muscle cell; Capillary endothelial cell; Dendritic cell"
"Downregulated","RPN1",0.100415919500004,0.998197430588016,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree","macrophage; endothelial cell of vascular tree","Macrophage; Endothelial cell"
"Downregulated","SERPINA1",0.100415919500004,0.998197430588016,"TS_Muscle_macrophage; FetalMuscle_Dendritic cell; FetalMuscle_Macrophage; Fetal_HCA_Muscle_Erythroblasts; AdultMuscle_Dendritic cell","macrophage; Dendritic cell; Macrophage; Erythroblasts","Macrophage; Dendritic cell; Erythroblast"
"Downregulated","SLC5A3",0.100415919500004,0.998197430588016,"TS_Muscle_macrophage; TS_Muscle_tendon cell; TS_Muscle_pericyte cell; TS_Muscle_smooth muscle cell; FetalMuscle_Dendritic cell; TS_Muscle_t cell; TS_Muscle_endothelial cell of lymphatic vessel; FetalMuscle_Erythroid cell","macrophage; tendon cell; pericyte cell; smooth muscle cell; Dendritic cell; t cell; endothelial cell of lymphatic vessel; Erythroid cell","Macrophage; Cell of skeletal muscle; Pericyte cell; Smooth muscle cell; Dendritic cell; T cell; Endothelial cell; Erythroid lineage cell"
"Downregulated","TMEM37",0.100415919500004,0.998197430588016,"TS_Muscle_macrophage; FetalMuscle_Dendritic cell; FetalMuscle_Macrophage; FetalMuscle_Endothelial cell; AdultMuscle_Macrophage","macrophage; Dendritic cell; Macrophage; Endothelial cell","Macrophage; Dendritic cell; Endothelial cell"
"Downregulated","TMUB2",0.100415919500004,0.998197430588016,"TS_Muscle_macrophage","macrophage","Macrophage"
"Downregulated","GINS2",0.103522377820498,0.98496576118792,"FetalMuscle_Primordial germ cell; TS_Muscle_skeletal muscle satellite stem cell; FetalMuscle_Fetal skeletal muscle cell","Primordial germ cell; skeletal muscle satellite stem cell; Fetal skeletal muscle cell","Primordial germ cell; Skeletal muscle satellite cell; Cell of skeletal muscle"
"Downregulated","INO80C",0.103522377820498,0.98496576118792,"FetalMuscle_Primordial germ cell; TS_Muscle_capillary endothelial cell; Fetal_HCA_Muscle_Lymphatic endothelial cells","Primordial germ cell; capillary endothelial cell; Lymphatic endothelial cells","Primordial germ cell; Capillary endothelial cell; Endothelial cell"
"Downregulated","MSRA",0.103522377820498,0.98496576118792,"FetalMuscle_Primordial germ cell; TS_Muscle_endothelial cell of vascular tree","Primordial germ cell; endothelial cell of vascular tree","Primordial germ cell; Endothelial cell"
"Downregulated","NR3C2",0.103522377820498,0.98496576118792,"FetalMuscle_Primordial germ cell; TS_Muscle_endothelial cell of artery; TS_Muscle_endothelial cell of vascular tree; Fetal_HCA_Muscle_Skeletal muscle cells","Primordial germ cell; endothelial cell of artery; endothelial cell of vascular tree; Skeletal muscle cells","Primordial germ cell; Endothelial cell; Cell of skeletal muscle"
"Downregulated","NSUN4",0.103522377820498,0.98496576118792,"FetalMuscle_Primordial germ cell","Primordial germ cell","Primordial germ cell"
"Downregulated","PSPH",0.103522377820498,0.98496576118792,"FetalMuscle_Primordial germ cell; TS_Muscle_fast muscle cell","Primordial germ cell; fast muscle cell","Primordial germ cell; Cell of skeletal muscle"
"Downregulated","ST8SIA5",0.103522377820498,0.98496576118792,"FetalMuscle_Primordial germ cell; TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_slow muscle cell","Primordial germ cell; skeletal muscle satellite stem cell; slow muscle cell","Primordial germ cell; Skeletal muscle satellite cell; Cell of skeletal muscle"
"Downregulated","TP53INP2",0.103522377820498,0.98496576118792,"FetalMuscle_Primordial germ cell; TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_pericyte cell; TS_Muscle_smooth muscle cell","Primordial germ cell; skeletal muscle satellite stem cell; pericyte cell; smooth muscle cell","Primordial germ cell; Skeletal muscle satellite cell; Pericyte cell; Smooth muscle cell"
"Downregulated","TTC13",0.103522377820498,0.98496576118792,"FetalMuscle_Primordial germ cell; TS_Muscle_capillary endothelial cell; Fetal_HCA_Muscle_Erythroblasts; AdultMuscle_T cell; TS_Muscle_mature nk t cell","Primordial germ cell; capillary endothelial cell; Erythroblasts; T cell; mature nk t cell","Primordial germ cell; Capillary endothelial cell; Erythroblast; T cell; Natural killer cell"
"Downregulated","CUTA",0.123510865602042,0.908294834603206,"TS_Muscle_skeletal muscle satellite stem cell; AdultMuscle_T cell","skeletal muscle satellite stem cell; T cell","Skeletal muscle satellite cell; T cell"
"Downregulated","DDAH1",0.123510865602042,0.908294834603206,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_tendon cell; FetalMuscle_Fetal mesenchymal progenitor; Fetal_HCA_Muscle_Satellite cells","skeletal muscle satellite stem cell; tendon cell; Fetal mesenchymal progenitor; Satellite cells","Skeletal muscle satellite cell; Cell of skeletal muscle; Mesenchymal stem cell"
"Downregulated","EIF5B",0.123510865602042,0.908294834603206,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_smooth muscle cell; TS_Muscle_endothelial cell of vascular tree","skeletal muscle satellite stem cell; smooth muscle cell; endothelial cell of vascular tree","Skeletal muscle satellite cell; Smooth muscle cell; Endothelial cell"
"Downregulated","FAT3",0.123510865602042,0.908294834603206,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_tendon cell; FetalMuscle_Fetal mesenchymal progenitor; Fetal_HCA_Muscle_Stromal cells; AdultMuscle_Macrophage","skeletal muscle satellite stem cell; tendon cell; Fetal mesenchymal progenitor; Stromal cells; Macrophage","Skeletal muscle satellite cell; Cell of skeletal muscle; Mesenchymal stem cell; Stromal cell; Macrophage"
"Downregulated","ITGB6",0.123510865602042,0.908294834603206,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_fast muscle cell; Fetal_HCA_Muscle_Skeletal muscle cells; FetalMuscle_Fetal skeletal muscle cell","skeletal muscle satellite stem cell; fast muscle cell; Skeletal muscle cells; Fetal skeletal muscle cell","Skeletal muscle satellite cell; Cell of skeletal muscle"
"Downregulated","LPGAT1",0.123510865602042,0.908294834603206,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_endothelial cell of artery; Fetal_HCA_Muscle_Satellite cells","skeletal muscle satellite stem cell; endothelial cell of artery; Satellite cells","Skeletal muscle satellite cell; Endothelial cell"
"Downregulated","MSI2",0.123510865602042,0.908294834603206,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_endothelial cell of artery; TS_Muscle_pericyte cell; Fetal_HCA_Muscle_Skeletal muscle cells; TS_Muscle_t cell; AdultMuscle_T cell; Fetal_HCA_Muscle_Lymphoid cells","skeletal muscle satellite stem cell; endothelial cell of artery; pericyte cell; Skeletal muscle cells; t cell; T cell; Lymphoid cells","Skeletal muscle satellite cell; Endothelial cell; Pericyte cell; Cell of skeletal muscle; T cell; Innate lymphoid cell"
"Downregulated","MT-ND2",0.123510865602042,0.908294834603206,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_t cell","skeletal muscle satellite stem cell; t cell","Skeletal muscle satellite cell; T cell"
"Downregulated","NME1",0.123510865602042,0.908294834603206,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_endothelial cell of vascular tree; FetalMuscle_Smooth muscle cell; FetalMuscle_Fetal skeletal muscle cell","skeletal muscle satellite stem cell; endothelial cell of vascular tree; Smooth muscle cell; Fetal skeletal muscle cell","Skeletal muscle satellite cell; Endothelial cell; Smooth muscle cell; Cell of skeletal muscle"
"Downregulated","PDE12",0.123510865602042,0.908294834603206,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"Downregulated","RIC3",0.123510865602042,0.908294834603206,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_mast cell","skeletal muscle satellite stem cell; mast cell","Skeletal muscle satellite cell; Mast cell"
"Downregulated","SERPINA3",0.123510865602042,0.908294834603206,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"Downregulated","SETD6",0.123510865602042,0.908294834603206,"TS_Muscle_skeletal muscle satellite stem cell","skeletal muscle satellite stem cell","Skeletal muscle satellite cell"
"Downregulated","SLC4A7",0.123510865602042,0.908294834603206,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_endothelial cell of vascular tree; FetalMuscle_Macrophage; AdultMuscle_T cell","skeletal muscle satellite stem cell; endothelial cell of vascular tree; Macrophage; T cell","Skeletal muscle satellite cell; Endothelial cell; Macrophage; T cell"
"Downregulated","TMEM132B",0.123510865602042,0.908294834603206,"TS_Muscle_skeletal muscle satellite stem cell; FetalMuscle_Fetal neuron; Fetal_HCA_Muscle_Schwann cells","skeletal muscle satellite stem cell; Fetal neuron; Schwann cells","Skeletal muscle satellite cell; Neuron; Schwann cell"
"Downregulated","TSC22D1",0.123510865602042,0.908294834603206,"TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_tendon cell; TS_Muscle_endothelial cell of artery; TS_Muscle_pericyte cell; TS_Muscle_smooth muscle cell; AdultMuscle_Smooth muscle cell; TS_Muscle_fast muscle cell; TS_Muscle_endothelial cell of vascular tree; FetalMuscle_Fetal mesenchymal progenitor; TS_Muscle_capillary endothelial cell; FetalMuscle_Smooth muscle cell; FetalMuscle_Fetal stromal cell","skeletal muscle satellite stem cell; tendon cell; endothelial cell of artery; pericyte cell; smooth muscle cell; Smooth muscle cell; fast muscle cell; endothelial cell of vascular tree; Fetal mesenchymal progenitor; capillary endothelial cell; Fetal stromal cell","Skeletal muscle satellite cell; Cell of skeletal muscle; Endothelial cell; Pericyte cell; Smooth muscle cell; Mesenchymal stem cell; Capillary endothelial cell; Stromal cell"
"Downregulated","C19orf33",0.143604170152821,0.842832948338408,"TS_Muscle_tendon cell; TS_Muscle_endothelial cell of artery; TS_Muscle_pericyte cell; TS_Muscle_capillary endothelial cell","tendon cell; endothelial cell of artery; pericyte cell; capillary endothelial cell","Cell of skeletal muscle; Endothelial cell; Pericyte cell; Capillary endothelial cell"
"Downregulated","CCDC34",0.143604170152821,0.842832948338408,"TS_Muscle_tendon cell; FetalMuscle_Fetal stromal cell; TS_Muscle_endothelial cell of lymphatic vessel","tendon cell; Fetal stromal cell; endothelial cell of lymphatic vessel","Cell of skeletal muscle; Stromal cell; Endothelial cell"
"Downregulated","CYB5R1",0.143604170152821,0.842832948338408,"TS_Muscle_tendon cell; AdultMuscle_Smooth muscle cell; TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell; FetalMuscle_Fetal skeletal muscle cell","tendon cell; Smooth muscle cell; fast muscle cell; slow muscle cell; Fetal skeletal muscle cell","Cell of skeletal muscle; Smooth muscle cell"
"Downregulated","FOLH1",0.143604170152821,0.842832948338408,"TS_Muscle_tendon cell; FetalMuscle_Fetal neuron","tendon cell; Fetal neuron","Cell of skeletal muscle; Neuron"
"Downregulated","NPR3",0.143604170152821,0.842832948338408,"TS_Muscle_tendon cell; TS_Muscle_endothelial cell of artery; TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell","tendon cell; endothelial cell of artery; fast muscle cell; slow muscle cell","Cell of skeletal muscle; Endothelial cell"
"Downregulated","PAQR7",0.143604170152821,0.842832948338408,"TS_Muscle_tendon cell; FetalMuscle_Macrophage; FetalMuscle_Fetal epithelial progenitor","tendon cell; Macrophage; Fetal epithelial progenitor","Cell of skeletal muscle; Macrophage; Epithelial fate stem cell"
"Downregulated","SCX",0.143604170152821,0.842832948338408,"TS_Muscle_tendon cell; TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell; FetalMuscle_Fetal mesenchymal progenitor","tendon cell; fast muscle cell; slow muscle cell; Fetal mesenchymal progenitor","Cell of skeletal muscle; Mesenchymal stem cell"
"Downregulated","ZMPSTE24",0.143604170152821,0.842832948338408,"TS_Muscle_tendon cell; TS_Muscle_smooth muscle cell","tendon cell; smooth muscle cell","Cell of skeletal muscle; Smooth muscle cell"
"Downregulated","ANP32E",0.152357052024125,0.81713743914867,"TS_Muscle_endothelial cell of artery; TS_Muscle_mature nk t cell; TS_Muscle_cd4-positive, alpha-beta t cell","endothelial cell of artery; mature nk t cell; cd4-positive, alpha-beta t cell","Endothelial cell; Natural killer cell; T cell"
"Downregulated","ARL5B",0.152357052024125,0.81713743914867,"TS_Muscle_endothelial cell of artery; TS_Muscle_pericyte cell; TS_Muscle_smooth muscle cell; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_capillary endothelial cell; AdultMuscle_Dendritic cell","endothelial cell of artery; pericyte cell; smooth muscle cell; endothelial cell of vascular tree; capillary endothelial cell; Dendritic cell","Endothelial cell; Pericyte cell; Smooth muscle cell; Capillary endothelial cell; Dendritic cell"
"Downregulated","G3BP2",0.152357052024125,0.81713743914867,"TS_Muscle_endothelial cell of artery; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell","endothelial cell of artery; endothelial cell of vascular tree; t cell; cd4-positive, alpha-beta t cell","Endothelial cell; T cell"
"Downregulated","GTF2A1",0.152357052024125,0.81713743914867,"TS_Muscle_endothelial cell of artery","endothelial cell of artery","Endothelial cell"
"Downregulated","MIB1",0.152357052024125,0.81713743914867,"TS_Muscle_endothelial cell of artery; Fetal_HCA_Muscle_Satellite cells","endothelial cell of artery; Satellite cells","Endothelial cell; Skeletal muscle satellite cell"
"Downregulated","NUDT4",0.152357052024125,0.81713743914867,"TS_Muscle_endothelial cell of artery; TS_Muscle_pericyte cell; TS_Muscle_smooth muscle cell; FetalMuscle_Smooth muscle cell; FetalMuscle_Fetal neuron; Fetal_HCA_Muscle_Smooth muscle cells","endothelial cell of artery; pericyte cell; smooth muscle cell; Smooth muscle cell; Fetal neuron; Smooth muscle cells","Endothelial cell; Pericyte cell; Smooth muscle cell; Neuron"
"Downregulated","PIK3R3",0.152357052024125,0.81713743914867,"TS_Muscle_endothelial cell of artery; TS_Muscle_pericyte cell; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_capillary endothelial cell; Fetal_HCA_Muscle_Vascular endothelial cells","endothelial cell of artery; pericyte cell; endothelial cell of vascular tree; capillary endothelial cell; Vascular endothelial cells","Endothelial cell; Pericyte cell; Capillary endothelial cell"
"Downregulated","PPIC",0.152357052024125,0.81713743914867,"TS_Muscle_endothelial cell of artery; AdultMuscle_Smooth muscle cell; TS_Muscle_endothelial cell of vascular tree; FetalMuscle_Fetal mesenchymal progenitor; TS_Muscle_capillary endothelial cell; FetalMuscle_Fetal stromal cell","endothelial cell of artery; Smooth muscle cell; endothelial cell of vascular tree; Fetal mesenchymal progenitor; capillary endothelial cell; Fetal stromal cell","Endothelial cell; Smooth muscle cell; Mesenchymal stem cell; Capillary endothelial cell; Stromal cell"
"Downregulated","SNCG",0.152357052024125,0.81713743914867,"TS_Muscle_endothelial cell of artery; TS_Muscle_pericyte cell; TS_Muscle_smooth muscle cell; AdultMuscle_Smooth muscle cell; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_capillary endothelial cell; FetalMuscle_Smooth muscle cell; TS_Muscle_endothelial cell of lymphatic vessel; FetalMuscle_Endothelial cell","endothelial cell of artery; pericyte cell; smooth muscle cell; Smooth muscle cell; endothelial cell of vascular tree; capillary endothelial cell; endothelial cell of lymphatic vessel; Endothelial cell","Endothelial cell; Pericyte cell; Smooth muscle cell; Capillary endothelial cell"
"Downregulated","TSPAN17",0.152357052024125,0.81713743914867,"TS_Muscle_endothelial cell of artery; FetalMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Erythroblasts","endothelial cell of artery; Smooth muscle cell; Erythroblasts","Endothelial cell; Smooth muscle cell; Erythroblast"
"Downregulated","C3orf70",0.186728696406264,0.728788934685037,"TS_Muscle_pericyte cell; TS_Muscle_smooth muscle cell; Fetal_HCA_Muscle_Smooth muscle cells","pericyte cell; smooth muscle cell; Smooth muscle cells","Pericyte cell; Smooth muscle cell"
"Downregulated","CDC5L",0.186728696406264,0.728788934685037,"TS_Muscle_pericyte cell; TS_Muscle_smooth muscle cell","pericyte cell; smooth muscle cell","Pericyte cell; Smooth muscle cell"
"Downregulated","DNM1L",0.186728696406264,0.728788934685037,"TS_Muscle_pericyte cell; TS_Muscle_smooth muscle cell","pericyte cell; smooth muscle cell","Pericyte cell; Smooth muscle cell"
"Downregulated","RAB3A",0.186728696406264,0.728788934685037,"TS_Muscle_pericyte cell; FetalMuscle_Erythroid cell","pericyte cell; Erythroid cell","Pericyte cell; Erythroid lineage cell"
"Downregulated","RDH16",0.202233914298248,0.694146012159852,"TS_Muscle_smooth muscle cell","smooth muscle cell","Smooth muscle cell"
"Downregulated","ZDHHC21",0.202233914298248,0.694146012159852,"TS_Muscle_smooth muscle cell","smooth muscle cell","Smooth muscle cell"
"Downregulated","LARP7",0.212546586018529,0.672545866397737,"AdultMuscle_Smooth muscle cell","Smooth muscle cell","Smooth muscle cell"
"Downregulated","ACOT8",0.2125857923619,0.672465763825005,"TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell","fast muscle cell; slow muscle cell","Cell of skeletal muscle"
"Downregulated","COX10",0.2125857923619,0.672465763825005,"TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell; FetalMuscle_Dendritic cell","fast muscle cell; slow muscle cell; Dendritic cell","Cell of skeletal muscle; Dendritic cell"
"Downregulated","PTGES2",0.2125857923619,0.672465763825005,"TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell; AdultMuscle_T cell","fast muscle cell; slow muscle cell; T cell","Cell of skeletal muscle; T cell"
"Downregulated","TMEM182",0.2125857923619,0.672465763825005,"TS_Muscle_fast muscle cell; TS_Muscle_slow muscle cell; Fetal_HCA_Muscle_Skeletal muscle cells","fast muscle cell; slow muscle cell; Skeletal muscle cells","Cell of skeletal muscle"
"Downregulated","ANKRD40",0.240762937819172,0.618410365999885,"TS_Muscle_slow muscle cell","slow muscle cell","Cell of skeletal muscle"
"Downregulated","DDC",0.240762937819172,0.618410365999885,"TS_Muscle_slow muscle cell","slow muscle cell","Cell of skeletal muscle"
"Downregulated","EPHA7",0.246658416607363,0.607904060725782,"TS_Muscle_endothelial cell of vascular tree; FetalMuscle_Fetal stromal cell; Fetal_HCA_Muscle_Stromal cells","endothelial cell of vascular tree; Fetal stromal cell; Stromal cells","Endothelial cell; Stromal cell"
"Downregulated","MPZL3",0.246658416607363,0.607904060725782,"TS_Muscle_endothelial cell of vascular tree; FetalMuscle_Fetal mesenchymal progenitor; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell; TS_Muscle_cd8-positive, alpha-beta t cell","endothelial cell of vascular tree; Fetal mesenchymal progenitor; t cell; cd4-positive, alpha-beta t cell; cd8-positive, alpha-beta t cell","Endothelial cell; Mesenchymal stem cell; T cell"
"Downregulated","SYT9",0.395653265007376,0.402685246039502,"FetalMuscle_Fetal mesenchymal progenitor; TS_Muscle_endothelial cell of lymphatic vessel; FetalMuscle_Fetal neuron; TS_Muscle_mast cell","Fetal mesenchymal progenitor; endothelial cell of lymphatic vessel; Fetal neuron; mast cell","Mesenchymal stem cell; Endothelial cell; Neuron; Mast cell"
"Downregulated","LYRM7",0.622199466532105,0.206070365587107,"FetalMuscle_Dendritic cell","Dendritic cell","Dendritic cell"
"Downregulated","CYP4F2",0.669498974329863,0.174250083989122,"TS_Muscle_t cell","t cell","T cell"
"Downregulated","FAM169A",0.669498974329863,0.174250083989122,"TS_Muscle_t cell; TS_Muscle_mature nk t cell","t cell; mature nk t cell","T cell; Natural killer cell"
"Downregulated","ABCB7",0.670752770233829,0.173437524999995,"Fetal_HCA_Muscle_Erythroblasts","Erythroblasts","Erythroblast"
"Downregulated","RNGTT",0.685123421511834,0.164231185510132,"Fetal_HCA_Muscle_Satellite cells","Satellite cells","Skeletal muscle satellite cell"
"Downregulated","GNB3",0.7365057091804,0.132823882282404,"FetalMuscle_Fetal skeletal muscle cell","Fetal skeletal muscle cell","Cell of skeletal muscle"
"Downregulated","TTR",0.794393655736019,0.0999642329037136,"TS_Muscle_endothelial cell of lymphatic vessel","endothelial cell of lymphatic vessel","Endothelial cell"
"Downregulated","TMEM19",0.837951036647483,0.0767813574258906,"FetalMuscle_Fetal neuron; FetalMuscle_Fetal epithelial progenitor","Fetal neuron; Fetal epithelial progenitor","Neuron; Epithelial fate stem cell"
"Downregulated","ARMC6",0.902784489686546,0.0444159109383271,"FetalMuscle_Fetal epithelial progenitor","Fetal epithelial progenitor","Epithelial fate stem cell"
"Downregulated","DFFA",0.902784489686546,0.0444159109383271,"FetalMuscle_Fetal epithelial progenitor","Fetal epithelial progenitor","Epithelial fate stem cell"
"Downregulated","PPHLN1",0.902784489686546,0.0444159109383271,"FetalMuscle_Fetal epithelial progenitor","Fetal epithelial progenitor","Epithelial fate stem cell"
"Downregulated","KIF26B",0.933736727133503,0.0297755585352038,"Fetal_HCA_Muscle_Smooth muscle cells; Fetal_HCA_Muscle_Lymphatic endothelial cells","Smooth muscle cells; Lymphatic endothelial cells","Smooth muscle cell; Endothelial cell"
"Downregulated","GC",0.957778718719591,0.0187348169544347,"TS_Muscle_cd4-positive, alpha-beta t cell","cd4-positive, alpha-beta t cell","T cell"
"Upregulated","ABCA9",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell","Smooth muscle cell; Stromal cells; Fetal stromal cell; mesenchymal stem cell","Smooth muscle cell; Stromal cell; Mesenchymal stem cell"
"Upregulated","ABI3BP",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell; FetalMuscle_Fetal mesenchymal progenitor; Fetal_HCA_Muscle_Skeletal muscle cells","Smooth muscle cell; Fetal stromal cell; mesenchymal stem cell; Fetal mesenchymal progenitor; Skeletal muscle cells","Smooth muscle cell; Stromal cell; Mesenchymal stem cell; Cell of skeletal muscle"
"Upregulated","ADAMTSL3",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell; TS_Muscle_tendon cell","Smooth muscle cell; Stromal cells; Fetal stromal cell; mesenchymal stem cell; tendon cell","Smooth muscle cell; Stromal cell; Mesenchymal stem cell; Cell of skeletal muscle"
"Upregulated","APOL1",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; FetalMuscle_Dendritic cell; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_capillary endothelial cell","Smooth muscle cell; Dendritic cell; endothelial cell of vascular tree; capillary endothelial cell","Smooth muscle cell; Dendritic cell; Endothelial cell; Capillary endothelial cell"
"Upregulated","BGN",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; TS_Muscle_mesenchymal stem cell; Fetal_HCA_Muscle_Smooth muscle cells; TS_Muscle_endothelial cell of artery; TS_Muscle_pericyte cell; TS_Muscle_tendon cell; TS_Muscle_smooth muscle cell; FetalMuscle_Fetal mesenchymal progenitor; FetalMuscle_Smooth muscle cell","Smooth muscle cell; Stromal cells; mesenchymal stem cell; Smooth muscle cells; endothelial cell of artery; pericyte cell; tendon cell; smooth muscle cell; Fetal mesenchymal progenitor","Smooth muscle cell; Stromal cell; Mesenchymal stem cell; Endothelial cell; Pericyte cell; Cell of skeletal muscle"
"Upregulated","CFH",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; TS_Muscle_mesenchymal stem cell; TS_Muscle_endothelial cell of lymphatic vessel; Fetal_HCA_Muscle_Satellite cells; TS_Muscle_endothelial cell of artery; TS_Muscle_tendon cell","Smooth muscle cell; mesenchymal stem cell; endothelial cell of lymphatic vessel; Satellite cells; endothelial cell of artery; tendon cell","Smooth muscle cell; Mesenchymal stem cell; Endothelial cell; Skeletal muscle satellite cell; Cell of skeletal muscle"
"Upregulated","COL14A1",5.68637445893527e-05,4.2451645445586,"AdultMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell; TS_Muscle_mesenchymal stem cell; Fetal_HCA_Muscle_Schwann cells; FetalMuscle_Fetal neuron; TS_Muscle_tendon cell; TS_Muscle_smooth muscle cell; FetalMuscle_Fetal mesenchymal progenitor","Smooth muscle cell; Stromal cells; Fetal stromal cell; mesenchymal stem cell; Schwann cells; Fetal neuron; tendon cell; smooth muscle cell; Fetal mesenchymal progenitor","Smooth muscle cell; Stromal cell; Mesenchymal stem cell; Schwann cell; Neuron; Cell of skeletal muscle"
